date,commodity,market,modal_price,arrivals
2023-12-06,Wheat,Mumbai,1753.93,80.73
2023-12-07,Wheat,Mumbai,2077.08,104.39
2023-12-08,Wheat,Mumbai,2081.11,75.83
2023-12-09,Wheat,Mumbai,1886.95,114.61
2023-12-10,Wheat,Mumbai,1996.6,119.41
2023-12-11,Wheat,Mumbai,1763.01,106.2
2023-12-12,Wheat,Mumbai,1967.61,101.9
2023-12-13,Wheat,Mumbai,1625.78,122.22
2023-12-14,Wheat,Mumbai,1938.26,93.09
2023-12-15,Wheat,Mumbai,1911.7,70.18
2023-12-16,Wheat,Mumbai,2096.07,94.78
2023-12-17,Wheat,Mumbai,1806.07,132.0
2023-12-18,Wheat,Mumbai,1702.61,101.73
2023-12-19,Wheat,Mumbai,2053.97,81.14
2023-12-20,Wheat,Mumbai,1829.88,105.78
2023-12-21,Wheat,Mumbai,1981.33,98.59
2023-12-22,Wheat,Mumbai,1946.96,101.44
2023-12-23,Wheat,Mumbai,1910.01,99.56
2023-12-24,Wheat,Mumbai,1903.71,98.24
2023-12-25,Wheat,Mumbai,1684.48,138.19
2023-12-26,Wheat,Mumbai,1779.83,97.93
2023-12-27,Wheat,Mumbai,2072.67,123.24
2023-12-28,Wheat,Mumbai,2064.15,104.32
2023-12-29,Wheat,Mumbai,1974.9,93.93
2023-12-30,Wheat,Mumbai,2014.95,113.67
2023-12-31,Wheat,Mumbai,2065.8,111.71
2024-01-01,Wheat,Mumbai,1884.15,102.8
2024-01-02,Wheat,Mumbai,1726.69,128.54
2024-01-03,Wheat,Mumbai,1943.1,73.39
2024-01-04,Wheat,Mumbai,1986.37,115.23
2024-01-05,Wheat,Mumbai,1949.4,106.87
2024-01-06,Wheat,Mumbai,1901.29,87.91
2024-01-07,Wheat,Mumbai,2018.21,84.42
2024-01-08,Wheat,Mumbai,1977.4,80.05
2024-01-09,Wheat,Mumbai,1958.32,110.99
2024-01-10,Wheat,Mumbai,1819.85,98.48
2024-01-11,Wheat,Mumbai,1881.9,118.25
2024-01-12,Wheat,Mumbai,1983.72,97.22
2024-01-13,Wheat,Mumbai,1964.0,89.86
2024-01-14,Wheat,Mumbai,1797.05,101.17
2024-01-15,Wheat,Mumbai,2104.6,85.22
2024-01-16,Wheat,Mumbai,2064.09,73.33
2024-01-17,Wheat,Mumbai,2169.84,115.67
2024-01-18,Wheat,Mumbai,2068.05,96.65
2024-01-19,Wheat,Mumbai,1898.5,71.53
2024-01-20,Wheat,Mumbai,2070.85,112.13
2024-01-21,Wheat,Mumbai,1991.23,101.19
2024-01-22,Wheat,Mumbai,1898.44,107.66
2024-01-23,Wheat,Mumbai,2141.08,100.65
2024-01-24,Wheat,Mumbai,1918.73,93.16
2024-01-25,Wheat,Mumbai,2108.63,84.55
2024-01-26,Wheat,Mumbai,2242.99,122.55
2024-01-27,Wheat,Mumbai,1998.94,138.53
2024-01-28,Wheat,Mumbai,2037.49,113.12
2024-01-29,Wheat,Mumbai,2072.36,95.65
2024-01-30,Wheat,Mumbai,1879.83,99.61
2024-01-31,Wheat,Mumbai,2254.99,95.61
2024-02-01,Wheat,Mumbai,2052.22,95.08
2024-02-02,Wheat,Mumbai,2122.83,93.08
2024-02-03,Wheat,Mumbai,2109.73,91.45
2024-02-04,Wheat,Mumbai,2030.55,81.26
2024-02-05,Wheat,Mumbai,2272.63,71.38
2024-02-06,Wheat,Mumbai,2096.9,87.01
2024-02-07,Wheat,Mumbai,1999.11,91.36
2024-02-08,Wheat,Mumbai,1992.86,102.97
2024-02-09,Wheat,Mumbai,2167.45,101.14
2024-02-10,Wheat,Mumbai,1855.68,118.88
2024-02-11,Wheat,Mumbai,2157.52,82.5
2024-02-12,Wheat,Mumbai,2161.56,106.73
2024-02-13,Wheat,Mumbai,2042.48,85.68
2024-02-14,Wheat,Mumbai,2275.05,114.03
2024-02-15,Wheat,Mumbai,2185.0,108.91
2024-02-16,Wheat,Mumbai,2105.19,109.52
2024-02-17,Wheat,Mumbai,1829.99,115.14
2024-02-18,Wheat,Mumbai,2174.07,101.07
2024-02-19,Wheat,Mumbai,2148.34,98.71
2024-02-20,Wheat,Mumbai,2032.12,126.9
2024-02-21,Wheat,Mumbai,2295.79,121.47
2024-02-22,Wheat,Mumbai,2033.78,107.83
2024-02-23,Wheat,Mumbai,2204.27,58.99
2024-02-24,Wheat,Mumbai,2103.39,98.77
2024-02-25,Wheat,Mumbai,2150.86,79.69
2024-02-26,Wheat,Mumbai,2235.54,93.6
2024-02-27,Wheat,Mumbai,2057.34,105.11
2024-02-28,Wheat,Mumbai,2001.67,103.47
2024-02-29,Wheat,Mumbai,2103.96,94.13
2024-03-01,Wheat,Mumbai,2036.54,80.09
2024-03-02,Wheat,Mumbai,1980.09,80.01
2024-03-03,Wheat,Mumbai,2132.18,98.79
2024-03-04,Wheat,Mumbai,2166.06,80.68
2024-03-05,Wheat,Mumbai,1978.38,105.26
2024-03-06,Wheat,Mumbai,2172.42,107.34
2024-03-07,Wheat,Mumbai,1984.69,95.9
2024-03-08,Wheat,Mumbai,2180.41,68.05
2024-03-09,Wheat,Mumbai,2108.6,67.77
2024-03-10,Wheat,Mumbai,2065.81,115.85
2024-03-11,Wheat,Mumbai,2373.82,84.9
2024-03-12,Wheat,Mumbai,2174.18,91.4
2024-03-13,Wheat,Mumbai,2243.42,100.78
2024-03-14,Wheat,Mumbai,1953.24,108.11
2024-03-15,Wheat,Mumbai,1989.37,115.66
2024-03-16,Wheat,Mumbai,2271.34,63.09
2024-03-17,Wheat,Mumbai,2257.25,70.95
2024-03-18,Wheat,Mumbai,2116.52,74.18
2024-03-19,Wheat,Mumbai,2198.24,113.34
2024-03-20,Wheat,Mumbai,2115.77,84.99
2024-03-21,Wheat,Mumbai,2134.62,114.16
2024-03-22,Wheat,Mumbai,2259.99,108.12
2024-03-23,Wheat,Mumbai,2136.17,59.88
2024-03-24,Wheat,Mumbai,1925.6,97.79
2024-03-25,Wheat,Mumbai,1971.88,109.48
2024-03-26,Wheat,Mumbai,2113.76,65.8
2024-03-27,Wheat,Mumbai,2182.39,79.2
2024-03-28,Wheat,Mumbai,2117.09,108.61
2024-03-29,Wheat,Mumbai,2294.02,105.28
2024-03-30,Wheat,Mumbai,2225.56,115.48
2024-03-31,Wheat,Mumbai,2105.54,90.81
2024-04-01,Wheat,Mumbai,2060.89,96.35
2024-04-02,Wheat,Mumbai,2141.98,94.62
2024-04-03,Wheat,Mumbai,2138.36,106.21
2024-04-04,Wheat,Mumbai,2150.23,90.52
2024-04-05,Wheat,Mumbai,2189.68,71.32
2024-04-06,Wheat,Mumbai,1997.27,94.32
2024-04-07,Wheat,Mumbai,2214.8,89.76
2024-04-08,Wheat,Mumbai,2105.38,95.76
2024-04-09,Wheat,Mumbai,2279.88,70.08
2024-04-10,Wheat,Mumbai,2153.76,74.57
2024-04-11,Wheat,Mumbai,2035.06,97.73
2024-04-12,Wheat,Mumbai,2238.76,91.47
2024-04-13,Wheat,Mumbai,2216.13,92.64
2024-04-14,Wheat,Mumbai,2304.96,94.98
2024-04-15,Wheat,Mumbai,2124.72,107.25
2024-04-16,Wheat,Mumbai,2142.2,101.06
2024-04-17,Wheat,Mumbai,2248.78,111.28
2024-04-18,Wheat,Mumbai,2346.26,113.0
2024-04-19,Wheat,Mumbai,2253.85,86.46
2024-04-20,Wheat,Mumbai,2174.41,81.08
2024-04-21,Wheat,Mumbai,2077.57,97.25
2024-04-22,Wheat,Mumbai,2207.37,79.65
2024-04-23,Wheat,Mumbai,2178.5,68.43
2024-04-24,Wheat,Mumbai,2090.89,106.29
2024-04-25,Wheat,Mumbai,2112.34,114.11
2024-04-26,Wheat,Mumbai,2205.52,61.81
2024-04-27,Wheat,Mumbai,2161.56,91.57
2024-04-28,Wheat,Mumbai,2273.0,67.35
2024-04-29,Wheat,Mumbai,2236.03,110.37
2024-04-30,Wheat,Mumbai,2296.23,84.18
2024-05-01,Wheat,Mumbai,2225.25,94.66
2024-05-02,Wheat,Mumbai,2338.23,97.38
2024-05-03,Wheat,Mumbai,2136.27,96.17
2024-05-04,Wheat,Mumbai,1985.93,90.51
2024-05-05,Wheat,Mumbai,2104.36,104.91
2024-05-06,Wheat,Mumbai,1933.98,106.83
2024-05-07,Wheat,Mumbai,2017.97,76.57
2024-05-08,Wheat,Mumbai,1990.68,99.96
2024-05-09,Wheat,Mumbai,2149.29,98.02
2024-05-10,Wheat,Mumbai,2069.5,90.48
2024-05-11,Wheat,Mumbai,2115.14,68.29
2024-05-12,Wheat,Mumbai,2111.61,99.63
2024-05-13,Wheat,Mumbai,1950.64,114.8
2024-05-14,Wheat,Mumbai,1937.66,108.25
2024-05-15,Wheat,Mumbai,1968.42,110.6
2024-05-16,Wheat,Mumbai,2085.04,89.34
2024-05-17,Wheat,Mumbai,2191.41,68.34
2024-05-18,Wheat,Mumbai,2167.98,99.77
2024-05-19,Wheat,Mumbai,2080.47,99.72
2024-05-20,Wheat,Mumbai,1876.58,100.93
2024-05-21,Wheat,Mumbai,2056.34,120.52
2024-05-22,Wheat,Mumbai,1980.48,70.68
2024-05-23,Wheat,Mumbai,2086.53,93.49
2024-05-24,Wheat,Mumbai,2008.96,75.97
2024-05-25,Wheat,Mumbai,1951.5,91.69
2024-05-26,Wheat,Mumbai,2044.56,67.28
2024-05-27,Wheat,Mumbai,2216.75,111.93
2024-05-28,Wheat,Mumbai,1922.11,80.5
2024-05-29,Wheat,Mumbai,1928.36,110.38
2024-05-30,Wheat,Mumbai,2026.49,94.97
2024-05-31,Wheat,Mumbai,2251.97,91.45
2024-06-01,Wheat,Mumbai,2166.61,103.97
2024-06-02,Wheat,Mumbai,2073.77,76.82
2024-06-03,Wheat,Mumbai,2037.68,87.83
2024-06-04,Wheat,Mumbai,2075.45,109.52
2024-06-05,Wheat,Mumbai,1896.91,101.53
2024-06-06,Wheat,Mumbai,2151.75,116.48
2024-06-07,Wheat,Mumbai,1833.61,100.69
2024-06-08,Wheat,Mumbai,2054.07,95.67
2024-06-09,Wheat,Mumbai,1939.56,74.2
2024-06-10,Wheat,Mumbai,1994.03,78.53
2024-06-11,Wheat,Mumbai,1990.5,111.86
2024-06-12,Wheat,Mumbai,2135.11,99.75
2024-06-13,Wheat,Mumbai,2248.32,113.61
2024-06-14,Wheat,Mumbai,1870.0,103.91
2024-06-15,Wheat,Mumbai,2160.01,103.84
2024-06-16,Wheat,Mumbai,2138.49,94.4
2024-06-17,Wheat,Mumbai,1691.39,128.79
2024-06-18,Wheat,Mumbai,2034.47,84.14
2024-06-19,Wheat,Mumbai,1945.6,105.59
2024-06-20,Wheat,Mumbai,1812.87,129.64
2024-06-21,Wheat,Mumbai,1937.07,85.25
2024-06-22,Wheat,Mumbai,2189.72,72.3
2024-06-23,Wheat,Mumbai,1889.96,104.45
2024-06-24,Wheat,Mumbai,1968.68,97.11
2024-06-25,Wheat,Mumbai,1990.28,93.94
2024-06-26,Wheat,Mumbai,1855.97,141.13
2024-06-27,Wheat,Mumbai,2193.3,83.02
2024-06-28,Wheat,Mumbai,1855.21,112.75
2024-06-29,Wheat,Mumbai,1972.38,60.08
2024-06-30,Wheat,Mumbai,1869.44,69.54
2024-07-01,Wheat,Mumbai,1865.52,113.37
2024-07-02,Wheat,Mumbai,1974.09,68.36
2024-07-03,Wheat,Mumbai,1895.4,107.75
2024-07-04,Wheat,Mumbai,2057.46,96.43
2024-07-05,Wheat,Mumbai,1966.66,90.23
2024-07-06,Wheat,Mumbai,1850.65,95.99
2024-07-07,Wheat,Mumbai,1921.75,76.81
2024-07-08,Wheat,Mumbai,1765.84,113.4
2024-07-09,Wheat,Mumbai,1898.42,86.97
2024-07-10,Wheat,Mumbai,1916.67,90.74
2024-07-11,Wheat,Mumbai,1948.75,101.92
2024-07-12,Wheat,Mumbai,1877.76,85.9
2024-07-13,Wheat,Mumbai,1800.7,95.02
2024-07-14,Wheat,Mumbai,1756.9,108.36
2024-07-15,Wheat,Mumbai,1923.03,117.02
2024-07-16,Wheat,Mumbai,1874.77,103.32
2024-07-17,Wheat,Mumbai,1791.21,102.42
2024-07-18,Wheat,Mumbai,1929.4,99.15
2024-07-19,Wheat,Mumbai,2144.21,78.81
2024-07-20,Wheat,Mumbai,1673.79,98.21
2024-07-21,Wheat,Mumbai,2059.84,116.7
2024-07-22,Wheat,Mumbai,1831.86,105.56
2024-07-23,Wheat,Mumbai,1994.46,115.78
2024-07-24,Wheat,Mumbai,1595.87,118.73
2024-07-25,Wheat,Mumbai,2040.28,102.64
2024-07-26,Wheat,Mumbai,1632.91,145.18
2024-07-27,Wheat,Mumbai,1938.34,78.55
2024-07-28,Wheat,Mumbai,1785.85,117.43
2024-07-29,Wheat,Mumbai,1800.56,126.29
2024-07-30,Wheat,Mumbai,1952.3,106.75
2024-07-31,Wheat,Mumbai,1741.12,113.21
2024-08-01,Wheat,Mumbai,2097.35,103.85
2024-08-02,Wheat,Mumbai,1925.79,80.14
2024-08-03,Wheat,Mumbai,1788.81,106.9
2024-08-04,Wheat,Mumbai,1840.95,119.39
2024-08-05,Wheat,Mumbai,1692.83,114.03
2024-08-06,Wheat,Mumbai,1841.78,124.95
2024-08-07,Wheat,Mumbai,1852.91,95.57
2024-08-08,Wheat,Mumbai,1567.29,112.88
2024-08-09,Wheat,Mumbai,1821.51,103.31
2024-08-10,Wheat,Mumbai,1968.55,109.34
2024-08-11,Wheat,Mumbai,1750.28,99.27
2024-08-12,Wheat,Mumbai,1830.39,88.32
2024-08-13,Wheat,Mumbai,1779.4,106.43
2024-08-14,Wheat,Mumbai,1715.92,105.58
2024-08-15,Wheat,Mumbai,1699.66,147.82
2024-08-16,Wheat,Mumbai,2001.75,93.17
2024-08-17,Wheat,Mumbai,1675.0,66.18
2024-08-18,Wheat,Mumbai,1622.2,127.11
2024-08-19,Wheat,Mumbai,1775.43,110.67
2024-08-20,Wheat,Mumbai,1857.4,96.8
2024-08-21,Wheat,Mumbai,1923.77,108.35
2024-08-22,Wheat,Mumbai,1762.09,105.79
2024-08-23,Wheat,Mumbai,1916.96,113.05
2024-08-24,Wheat,Mumbai,1603.89,132.28
2024-08-25,Wheat,Mumbai,1814.26,98.78
2024-08-26,Wheat,Mumbai,1670.14,107.34
2024-08-27,Wheat,Mumbai,1772.52,93.06
2024-08-28,Wheat,Mumbai,1810.94,87.47
2024-08-29,Wheat,Mumbai,1478.74,119.53
2024-08-30,Wheat,Mumbai,1833.6,117.56
2024-08-31,Wheat,Mumbai,1909.56,76.83
2024-09-01,Wheat,Mumbai,1793.07,119.52
2024-09-02,Wheat,Mumbai,1771.4,105.91
2024-09-03,Wheat,Mumbai,1821.41,121.49
2024-09-04,Wheat,Mumbai,1763.29,111.39
2024-09-05,Wheat,Mumbai,1676.95,98.55
2024-09-06,Wheat,Mumbai,1576.33,87.12
2024-09-07,Wheat,Mumbai,1823.74,102.54
2024-09-08,Wheat,Mumbai,1737.9,118.91
2024-09-09,Wheat,Mumbai,1976.03,100.1
2024-09-10,Wheat,Mumbai,1609.28,114.27
2024-09-11,Wheat,Mumbai,1855.81,77.28
2024-09-12,Wheat,Mumbai,1893.71,88.16
2024-09-13,Wheat,Mumbai,1920.71,98.78
2024-09-14,Wheat,Mumbai,1636.05,120.67
2024-09-15,Wheat,Mumbai,1665.65,75.89
2024-09-16,Wheat,Mumbai,1714.52,133.85
2024-09-17,Wheat,Mumbai,1652.49,85.78
2024-09-18,Wheat,Mumbai,1617.86,104.15
2024-09-19,Wheat,Mumbai,1926.57,74.34
2024-09-20,Wheat,Mumbai,1706.6,89.55
2024-09-21,Wheat,Mumbai,1799.59,121.65
2024-09-22,Wheat,Mumbai,1793.66,108.47
2024-09-23,Wheat,Mumbai,1602.86,107.04
2024-09-24,Wheat,Mumbai,1748.4,128.64
2024-09-25,Wheat,Mumbai,1595.02,102.6
2024-09-26,Wheat,Mumbai,1772.86,125.88
2024-09-27,Wheat,Mumbai,1661.38,144.54
2024-09-28,Wheat,Mumbai,1665.18,94.17
2024-09-29,Wheat,Mumbai,1698.4,97.0
2024-09-30,Wheat,Mumbai,1759.96,119.65
2024-10-01,Wheat,Mumbai,1832.56,116.05
2024-10-02,Wheat,Mumbai,1698.53,111.1
2024-10-03,Wheat,Mumbai,1557.0,99.84
2024-10-04,Wheat,Mumbai,1860.24,100.2
2024-10-05,Wheat,Mumbai,1736.38,113.74
2024-10-06,Wheat,Mumbai,1486.4,122.79
2024-10-07,Wheat,Mumbai,1689.0,121.99
2024-10-08,Wheat,Mumbai,1730.91,93.87
2024-10-09,Wheat,Mumbai,1713.77,90.73
2024-10-10,Wheat,Mumbai,1902.41,107.13
2024-10-11,Wheat,Mumbai,1876.66,115.78
2024-10-12,Wheat,Mumbai,1654.15,114.01
2024-10-13,Wheat,Mumbai,1790.74,116.49
2024-10-14,Wheat,Mumbai,1831.58,97.57
2024-10-15,Wheat,Mumbai,1823.18,109.97
2024-10-16,Wheat,Mumbai,1643.44,102.78
2024-10-17,Wheat,Mumbai,1824.36,103.42
2024-10-18,Wheat,Mumbai,1740.99,97.72
2024-10-19,Wheat,Mumbai,1879.36,122.45
2024-10-20,Wheat,Mumbai,1681.25,122.67
2024-10-21,Wheat,Mumbai,1832.0,96.6
2024-10-22,Wheat,Mumbai,1691.73,120.51
2024-10-23,Wheat,Mumbai,1551.21,83.71
2024-10-24,Wheat,Mumbai,1909.99,102.02
2024-10-25,Wheat,Mumbai,1812.61,142.09
2024-10-26,Wheat,Mumbai,1789.16,112.66
2024-10-27,Wheat,Mumbai,1738.54,101.55
2024-10-28,Wheat,Mumbai,1625.07,121.53
2024-10-29,Wheat,Mumbai,1781.3,92.22
2024-10-30,Wheat,Mumbai,1885.46,94.64
2024-10-31,Wheat,Mumbai,1783.62,114.93
2024-11-01,Wheat,Mumbai,1801.83,103.09
2024-11-02,Wheat,Mumbai,1615.23,116.84
2024-11-03,Wheat,Mumbai,1896.47,84.91
2024-11-04,Wheat,Mumbai,1619.57,135.26
2024-11-05,Wheat,Mumbai,1662.74,103.02
2024-11-06,Wheat,Mumbai,1746.7,120.33
2024-11-07,Wheat,Mumbai,1614.35,109.0
2024-11-08,Wheat,Mumbai,1648.24,142.79
2024-11-09,Wheat,Mumbai,1716.1,94.45
2024-11-10,Wheat,Mumbai,1704.89,106.74
2024-11-11,Wheat,Mumbai,1811.23,115.92
2024-11-12,Wheat,Mumbai,1699.53,98.33
2024-11-13,Wheat,Mumbai,1549.28,99.51
2024-11-14,Wheat,Mumbai,1725.86,131.79
2024-11-15,Wheat,Mumbai,1811.19,100.03
2024-11-16,Wheat,Mumbai,1988.96,94.15
2024-11-17,Wheat,Mumbai,1706.5,97.28
2024-11-18,Wheat,Mumbai,1676.55,98.6
2024-11-19,Wheat,Mumbai,1818.54,102.02
2024-11-20,Wheat,Mumbai,1940.66,105.09
2024-11-21,Wheat,Mumbai,1935.94,121.01
2024-11-22,Wheat,Mumbai,1912.2,88.38
2024-11-23,Wheat,Mumbai,1801.59,122.62
2024-11-24,Wheat,Mumbai,2002.75,100.72
2024-11-25,Wheat,Mumbai,2072.77,88.47
2024-11-26,Wheat,Mumbai,1880.53,81.72
2024-11-27,Wheat,Mumbai,1854.73,114.72
2024-11-28,Wheat,Mumbai,1998.84,56.84
2024-11-29,Wheat,Mumbai,1667.2,104.01
2024-11-30,Wheat,Mumbai,1569.53,117.92
2024-12-01,Wheat,Mumbai,2054.94,90.87
2024-12-02,Wheat,Mumbai,1952.82,99.85
2024-12-03,Wheat,Mumbai,1752.23,90.09
2024-12-04,Wheat,Mumbai,1937.95,110.26
2024-12-05,Wheat,Mumbai,1865.66,106.35
2024-12-06,Wheat,Mumbai,2085.13,117.48
2024-12-07,Wheat,Mumbai,1710.06,85.95
2024-12-08,Wheat,Mumbai,1950.75,76.16
2024-12-09,Wheat,Mumbai,1920.33,116.5
2024-12-10,Wheat,Mumbai,1786.77,105.52
2024-12-11,Wheat,Mumbai,1954.45,92.49
2024-12-12,Wheat,Mumbai,1990.92,94.34
2024-12-13,Wheat,Mumbai,1937.78,77.46
2024-12-14,Wheat,Mumbai,1895.21,109.63
2024-12-15,Wheat,Mumbai,1812.61,94.64
2024-12-16,Wheat,Mumbai,2016.45,107.4
2024-12-17,Wheat,Mumbai,1916.04,109.64
2024-12-18,Wheat,Mumbai,1704.7,110.43
2024-12-19,Wheat,Mumbai,1800.04,105.12
2024-12-20,Wheat,Mumbai,1727.3,117.33
2024-12-21,Wheat,Mumbai,1779.06,145.76
2024-12-22,Wheat,Mumbai,1904.72,94.0
2024-12-23,Wheat,Mumbai,1896.83,76.04
2024-12-24,Wheat,Mumbai,1907.0,114.89
2024-12-25,Wheat,Mumbai,1980.53,90.77
2024-12-26,Wheat,Mumbai,2096.67,84.63
2024-12-27,Wheat,Mumbai,1883.2,89.01
2024-12-28,Wheat,Mumbai,1774.02,121.03
2024-12-29,Wheat,Mumbai,1851.68,106.25
2024-12-30,Wheat,Mumbai,1875.57,120.03
2024-12-31,Wheat,Mumbai,2058.92,73.15
2020-01-01,Wheat,Nagpur,1755.23,100.69
2020-01-02,Wheat,Nagpur,1690.64,106.49
2020-01-03,Wheat,Nagpur,1823.91,90.33
2020-01-04,Wheat,Nagpur,1826.21,81.25
2020-01-05,Wheat,Nagpur,1758.34,95.72
2020-01-06,Wheat,Nagpur,1966.62,96.28
2020-01-07,Wheat,Nagpur,1934.85,94.14
2020-01-08,Wheat,Nagpur,1731.46,99.75
2020-01-09,Wheat,Nagpur,1702.11,100.29
2020-01-10,Wheat,Nagpur,1971.86,101.96
2020-01-11,Wheat,Nagpur,1892.64,107.37
2020-01-12,Wheat,Nagpur,1809.0,98.47
2020-01-13,Wheat,Nagpur,1810.29,110.33
2020-01-14,Wheat,Nagpur,1802.89,83.57
2020-01-15,Wheat,Nagpur,1766.61,135.89
2020-01-16,Wheat,Nagpur,1950.71,84.64
2020-01-17,Wheat,Nagpur,1607.79,114.62
2020-01-18,Wheat,Nagpur,1927.28,114.04
2020-01-19,Wheat,Nagpur,1852.02,93.25
2020-01-20,Wheat,Nagpur,1956.18,104.28
2020-01-21,Wheat,Nagpur,1952.61,74.48
2020-01-22,Wheat,Nagpur,2007.3,94.29
2020-01-23,Wheat,Nagpur,1844.81,90.13
2020-01-24,Wheat,Nagpur,2011.05,71.19
2020-01-25,Wheat,Nagpur,1644.52,84.37
2020-01-26,Wheat,Nagpur,2000.11,84.73
2020-01-27,Wheat,Nagpur,1569.98,102.18
2020-01-28,Wheat,Nagpur,2009.57,72.81
2020-01-29,Wheat,Nagpur,1896.67,81.66
2020-01-30,Wheat,Nagpur,2112.27,77.86
2020-01-31,Wheat,Nagpur,1713.86,104.71
2020-02-01,Wheat,Nagpur,1835.43,86.3
2020-02-02,Wheat,Nagpur,1962.75,91.83
2020-02-03,Wheat,Nagpur,1812.63,87.45
2020-02-04,Wheat,Nagpur,1776.35,99.31
2020-02-05,Wheat,Nagpur,1867.24,89.05
2020-02-06,Wheat,Nagpur,1870.79,79.81
2020-02-07,Wheat,Nagpur,1925.23,80.41
2020-02-08,Wheat,Nagpur,2213.88,79.51
2020-02-09,Wheat,Nagpur,1872.44,107.15
2020-02-10,Wheat,Nagpur,1970.91,68.07
2020-02-11,Wheat,Nagpur,2006.13,77.37
2020-02-12,Wheat,Nagpur,1857.36,86.77
2020-02-13,Wheat,Nagpur,1893.17,111.99
2020-02-14,Wheat,Nagpur,1808.78,90.11
2020-02-15,Wheat,Nagpur,1910.93,101.22
2020-02-16,Wheat,Nagpur,1958.82,91.85
2020-02-17,Wheat,Nagpur,1826.78,99.54
2020-02-18,Wheat,Nagpur,2166.11,73.64
2020-02-19,Wheat,Nagpur,2069.85,91.91
2020-02-20,Wheat,Nagpur,1984.96,87.78
2020-02-21,Wheat,Nagpur,1721.98,113.74
2020-02-22,Wheat,Nagpur,1756.46,103.37
2020-02-23,Wheat,Nagpur,1818.42,116.85
2020-02-24,Wheat,Nagpur,1865.75,99.69
2020-02-25,Wheat,Nagpur,1735.56,81.61
2020-02-26,Wheat,Nagpur,1838.46,100.87
2020-02-27,Wheat,Nagpur,2041.82,84.32
2020-02-28,Wheat,Nagpur,1779.53,91.73
2020-02-29,Wheat,Nagpur,1972.34,105.21
2020-03-01,Wheat,Nagpur,2032.18,87.97
2020-03-02,Wheat,Nagpur,2080.03,106.35
2020-03-03,Wheat,Nagpur,2034.7,61.31
2020-03-04,Wheat,Nagpur,1670.63,93.53
2020-03-05,Wheat,Nagpur,1801.02,126.4
2020-03-06,Wheat,Nagpur,1982.46,81.2
2020-03-07,Wheat,Nagpur,2027.05,65.71
2020-03-08,Wheat,Nagpur,2100.68,106.6
2020-03-09,Wheat,Nagpur,1899.58,92.99
2020-03-10,Wheat,Nagpur,1896.67,99.97
2020-03-11,Wheat,Nagpur,1911.53,96.78
2020-03-12,Wheat,Nagpur,1995.86,71.81
2020-03-13,Wheat,Nagpur,2170.48,98.57
2020-03-14,Wheat,Nagpur,1953.67,78.45
2020-03-15,Wheat,Nagpur,1999.51,109.43
2020-03-16,Wheat,Nagpur,1751.66,90.2
2020-03-17,Wheat,Nagpur,1979.14,114.41
2020-03-18,Wheat,Nagpur,1977.91,88.5
2020-03-19,Wheat,Nagpur,2011.79,106.28
2020-03-20,Wheat,Nagpur,1993.12,80.84
2020-03-21,Wheat,Nagpur,2076.66,101.29
2020-03-22,Wheat,Nagpur,2170.04,88.34
2020-03-23,Wheat,Nagpur,1935.93,85.5
2020-03-24,Wheat,Nagpur,1897.55,77.25
2020-03-25,Wheat,Nagpur,2005.6,124.85
2020-03-26,Wheat,Nagpur,2275.21,60.98
2020-03-27,Wheat,Nagpur,2031.36,88.49
2020-03-28,Wheat,Nagpur,1943.52,97.67
2020-03-29,Wheat,Nagpur,2185.58,94.95
2020-03-30,Wheat,Nagpur,2073.68,69.33
2020-03-31,Wheat,Nagpur,2032.71,89.26
2020-04-01,Wheat,Nagpur,2135.35,69.12
2020-04-02,Wheat,Nagpur,1814.55,109.08
2020-04-03,Wheat,Nagpur,2097.43,93.63
2020-04-04,Wheat,Nagpur,2204.02,70.67
2020-04-05,Wheat,Nagpur,1940.59,65.94
2020-04-06,Wheat,Nagpur,1916.12,85.18
2020-04-07,Wheat,Nagpur,2015.51,99.41
2020-04-08,Wheat,Nagpur,1940.5,110.54
2020-04-09,Wheat,Nagpur,1982.77,135.01
2020-04-10,Wheat,Nagpur,1952.11,106.55
2020-04-11,Wheat,Nagpur,1775.54,125.49
2020-04-12,Wheat,Nagpur,1940.88,119.99
2020-04-13,Wheat,Nagpur,1931.04,88.28
2020-04-14,Wheat,Nagpur,2032.18,92.63
2020-04-15,Wheat,Nagpur,1780.65,68.88
2020-04-16,Wheat,Nagpur,2071.78,94.83
2020-04-17,Wheat,Nagpur,2046.08,102.64
2020-04-18,Wheat,Nagpur,1882.1,87.84
2020-04-19,Wheat,Nagpur,1805.73,94.44
2020-04-20,Wheat,Nagpur,2073.6,82.12
2020-04-21,Wheat,Nagpur,1967.28,99.89
2020-04-22,Wheat,Nagpur,1851.17,89.14
2020-04-23,Wheat,Nagpur,2063.28,66.43
2020-04-24,Wheat,Nagpur,1960.89,102.93
2020-04-25,Wheat,Nagpur,2006.79,98.28
2020-04-26,Wheat,Nagpur,1915.33,82.55
2020-04-27,Wheat,Nagpur,2024.96,95.95
2020-04-28,Wheat,Nagpur,2026.58,70.38
2020-04-29,Wheat,Nagpur,1821.63,89.91
2020-04-30,Wheat,Nagpur,1912.92,99.82
2020-05-01,Wheat,Nagpur,1842.84,96.12
2020-05-02,Wheat,Nagpur,2043.93,87.88
2020-05-03,Wheat,Nagpur,2064.99,86.61
2020-05-04,Wheat,Nagpur,2022.98,123.55
